"Year","Reapplication status","Age group","Gender","Domicile","Applicants"
"2017","Reapplier","21 - 24","Woman","Scotland","30"
"2018","Reapplier","21 - 24","Woman","Scotland","20"
"2019","Reapplier","21 - 24","Woman","Scotland","40"
"2020","Reapplier","21 - 24","Woman","Scotland","20"
"2021","Reapplier","21 - 24","Woman","Scotland","30"
"2022","Reapplier","21 - 24","Woman","Scotland","40"
"2023","Reapplier","21 - 24","Woman","Scotland","30"
"2024","Reapplier","21 - 24","Woman","Scotland","30"
"2025","Reapplier","21 - 24","Woman","Scotland","20"
"2026","Reapplier","21 - 24","Woman","Scotland","20"
"2017","First time applicant","25 - 29","Woman","Scotland","40"
"2018","First time applicant","25 - 29","Woman","Scotland","40"
"2019","First time applicant","25 - 29","Woman","Scotland","50"
"2020","First time applicant","25 - 29","Woman","Scotland","60"
"2021","First time applicant","25 - 29","Woman","Scotland","90"
"2022","First time applicant","25 - 29","Woman","Scotland","60"
"2023","First time applicant","25 - 29","Woman","Scotland","40"
"2024","First time applicant","25 - 29","Woman","Scotland","60"
"2025","First time applicant","25 - 29","Woman","Scotland","60"
"2026","First time applicant","25 - 29","Woman","Scotland","50"
"2017","Reapplier","25 - 29","Woman","Scotland","20"
"2018","Reapplier","25 - 29","Woman","Scotland","10"
"2019","Reapplier","25 - 29","Woman","Scotland","20"
"2020","Reapplier","25 - 29","Woman","Scotland","20"
"2021","Reapplier","25 - 29","Woman","Scotland","20"
"2022","Reapplier","25 - 29","Woman","Scotland","30"
"2023","Reapplier","25 - 29","Woman","Scotland","20"
"2024","Reapplier","25 - 29","Woman","Scotland","20"
"2025","Reapplier","25 - 29","Woman","Scotland","10"
"2026","Reapplier","25 - 29","Woman","Scotland","20"
"2017","First time applicant","30 - 34","Woman","Scotland","20"
"2018","First time applicant","30 - 34","Woman","Scotland","20"
"2019","First time applicant","30 - 34","Woman","Scotland","10"
"2020","First time applicant","30 - 34","Woman","Scotland","20"
"2021","First time applicant","30 - 34","Woman","Scotland","20"
"2022","First time applicant","30 - 34","Woman","Scotland","20"
"2023","First time applicant","30 - 34","Woman","Scotland","10"
"2024","First time applicant","30 - 34","Woman","Scotland","20"
"2025","First time applicant","30 - 34","Woman","Scotland","20"
"2026","First time applicant","30 - 34","Woman","Scotland","30"
"2019","Reapplier","30 - 34","Woman","Scotland","10"
"2022","Reapplier","30 - 34","Woman","Scotland","10"
"2023","Reapplier","30 - 34","Woman","Scotland","10"
"2025","Reapplier","30 - 34","Woman","Scotland","10"
"2026","Reapplier","30 - 34","Woman","Scotland","10"
"2017","First time applicant","35 and over","Woman","Scotland","10"
"2018","First time applicant","35 and over","Woman","Scotland","20"
"2019","First time applicant","35 and over","Woman","Scotland","10"
"2020","First time applicant","35 and over","Woman","Scotland","10"
"2021","First time applicant","35 and over","Woman","Scotland","20"
"2022","First time applicant","35 and over","Woman","Scotland","10"
"2023","First time applicant","35 and over","Woman","Scotland","10"
"2024","First time applicant","35 and over","Woman","Scotland","10"
"2025","First time applicant","35 and over","Woman","Scotland","20"
"2026","First time applicant","35 and over","Woman","Scotland","10"
"2019","Reapplier","35 and over","Woman","Scotland","10"
"2021","Reapplier","35 and over","Woman","Scotland","10"
"2022","Reapplier","35 and over","Woman","Scotland","10"
"2023","Reapplier","35 and over","Woman","Scotland","10"
"2024","Reapplier","35 and over","Woman","Scotland","10"
"2025","Reapplier","35 and over","Woman","Scotland","10"
"2026","Reapplier","35 and over","Woman","Scotland","10"
"2017","First time applicant","17 and under","Man","Scotland","10"
"2018","First time applicant","17 and under","Man","Scotland","10"
"2019","First time applicant","17 and under","Man","Scotland","10"
"2021","First time applicant","17 and under","Man","Scotland","10"
"2022","First time applicant","17 and under","Man","Scotland","10"
"2024","First time applicant","17 and under","Man","Scotland","10"
"2017","First time applicant","18","Man","Scotland","450"
"2018","First time applicant","18","Man","Scotland","460"
"2019","First time applicant","18","Man","Scotland","390"
"2020","First time applicant","18","Man","Scotland","470"
"2021","First time applicant","18","Man","Scotland","510"
"2022","First time applicant","18","Man","Scotland","500"
"2023","First time applicant","18","Man","Scotland","480"
"2024","First time applicant","18","Man","Scotland","510"
"2025","First time applicant","18","Man","Scotland","490"
"2026","First time applicant","18","Man","Scotland","480"
"2017","Reapplier","18","Man","Scotland","10"
"2020","Reapplier","18","Man","Scotland","10"
"2021","Reapplier","18","Man","Scotland","10"
"2023","Reapplier","18","Man","Scotland","10"
"2024","Reapplier","18","Man","Scotland","10"
"2026","Reapplier","18","Man","Scotland","10"
"2017","First time applicant","19","Man","Scotland","100"
"2018","First time applicant","19","Man","Scotland","100"
"2019","First time applicant","19","Man","Scotland","100"
"2020","First time applicant","19","Man","Scotland","110"
"2021","First time applicant","19","Man","Scotland","110"
"2022","First time applicant","19","Man","Scotland","120"
"2023","First time applicant","19","Man","Scotland","100"
"2024","First time applicant","19","Man","Scotland","80"
"2025","First time applicant","19","Man","Scotland","90"
"2026","First time applicant","19","Man","Scotland","100"
"2017","Reapplier","19","Man","Scotland","50"
"2018","Reapplier","19","Man","Scotland","40"
"2019","Reapplier","19","Man","Scotland","40"
"2020","Reapplier","19","Man","Scotland","30"
"2021","Reapplier","19","Man","Scotland","50"
"2022","Reapplier","19","Man","Scotland","60"
"2023","Reapplier","19","Man","Scotland","50"
"2024","Reapplier","19","Man","Scotland","30"
"2025","Reapplier","19","Man","Scotland","40"
"2026","Reapplier","19","Man","Scotland","30"
"2017","First time applicant","20","Man","Scotland","10"
"2019","First time applicant","20","Man","Scotland","10"
"2020","First time applicant","20","Man","Scotland","10"
"2021","First time applicant","20","Man","Scotland","10"
"2022","First time applicant","20","Man","Scotland","10"
"2023","First time applicant","20","Man","Scotland","10"
"2024","First time applicant","20","Man","Scotland","10"
"2025","First time applicant","20","Man","Scotland","10"
"2026","First time applicant","20","Man","Scotland","10"
"2017","Reapplier","20","Man","Scotland","10"
"2018","Reapplier","20","Man","Scotland","10"
"2019","Reapplier","20","Man","Scotland","20"
"2020","Reapplier","20","Man","Scotland","10"
"2021","Reapplier","20","Man","Scotland","10"
"2022","Reapplier","20","Man","Scotland","20"
"2023","Reapplier","20","Man","Scotland","20"
"2024","Reapplier","20","Man","Scotland","10"
"2025","Reapplier","20","Man","Scotland","10"
"2026","Reapplier","20","Man","Scotland","10"
"2017","First time applicant","21 - 24","Man","Scotland","60"
"2018","First time applicant","21 - 24","Man","Scotland","70"
"2019","First time applicant","21 - 24","Man","Scotland","70"
"2020","First time applicant","21 - 24","Man","Scotland","80"
"2021","First time applicant","21 - 24","Man","Scotland","80"
"2022","First time applicant","21 - 24","Man","Scotland","90"
"2023","First time applicant","21 - 24","Man","Scotland","50"
"2024","First time applicant","21 - 24","Man","Scotland","60"
"2025","First time applicant","21 - 24","Man","Scotland","70"
"2026","First time applicant","21 - 24","Man","Scotland","50"
"2017","Reapplier","21 - 24","Man","Scotland","10"
"2018","Reapplier","21 - 24","Man","Scotland","10"
"2019","Reapplier","21 - 24","Man","Scotland","20"
"2020","Reapplier","21 - 24","Man","Scotland","10"
"2021","Reapplier","21 - 24","Man","Scotland","20"
"2022","Reapplier","21 - 24","Man","Scotland","20"
"2023","Reapplier","21 - 24","Man","Scotland","20"
"2025","Reapplier","21 - 24","Man","Scotland","10"
"2026","Reapplier","21 - 24","Man","Scotland","10"
"2017","First time applicant","25 - 29","Man","Scotland","30"
"2018","First time applicant","25 - 29","Man","Scotland","30"
"2019","First time applicant","25 - 29","Man","Scotland","30"
"2020","First time applicant","25 - 29","Man","Scotland","50"
"2021","First time applicant","25 - 29","Man","Scotland","50"
"2022","First time applicant","25 - 29","Man","Scotland","30"
"2023","First time applicant","25 - 29","Man","Scotland","20"
"2024","First time applicant","25 - 29","Man","Scotland","40"
"2025","First time applicant","25 - 29","Man","Scotland","30"
"2026","First time applicant","25 - 29","Man","Scotland","30"
"2017","Reapplier","25 - 29","Man","Scotland","10"
"2018","Reapplier","25 - 29","Man","Scotland","20"
"2019","Reapplier","25 - 29","Man","Scotland","10"
"2020","Reapplier","25 - 29","Man","Scotland","10"
"2021","Reapplier","25 - 29","Man","Scotland","20"
"2022","Reapplier","25 - 29","Man","Scotland","20"
"2023","Reapplier","25 - 29","Man","Scotland","10"
"2024","Reapplier","25 - 29","Man","Scotland","10"
"2025","Reapplier","25 - 29","Man","Scotland","10"
"2026","Reapplier","25 - 29","Man","Scotland","10"
"2017","First time applicant","30 - 34","Man","Scotland","10"
"2018","First time applicant","30 - 34","Man","Scotland","10"
"2019","First time applicant","30 - 34","Man","Scotland","10"
"2020","First time applicant","30 - 34","Man","Scotland","10"
"2021","First time applicant","30 - 34","Man","Scotland","20"
"2022","First time applicant","30 - 34","Man","Scotland","10"
"2023","First time applicant","30 - 34","Man","Scotland","10"
"2024","First time applicant","30 - 34","Man","Scotland","10"
"2025","First time applicant","30 - 34","Man","Scotland","20"
"2026","First time applicant","30 - 34","Man","Scotland","10"
"2017","Reapplier","30 - 34","Man","Scotland","10"
"2018","Reapplier","30 - 34","Man","Scotland","10"
"2019","Reapplier","30 - 34","Man","Scotland","10"
"2023","Reapplier","30 - 34","Man","Scotland","10"
"2026","Reapplier","30 - 34","Man","Scotland","10"
"2019","First time applicant","35 and over","Man","Scotland","10"
"2020","First time applicant","35 and over","Man","Scotland","10"
"2021","First time applicant","35 and over","Man","Scotland","10"
"2022","First time applicant","35 and over","Man","Scotland","10"
"2023","First time applicant","35 and over","Man","Scotland","10"
"2024","First time applicant","35 and over","Man","Scotland","10"
"2025","First time applicant","35 and over","Man","Scotland","10"
"2026","First time applicant","35 and over","Man","Scotland","10"
"2022","Reapplier","35 and over","Man","Scotland","10"
"2024","First time applicant","18","I use another term","Scotland","10"
"2024","First time applicant","18","I prefer not to say","Scotland","10"
"2026","First time applicant","18","I prefer not to say","Scotland","10"
"2021","First time applicant","17 and under","Woman","Wales","10"
"2022","First time applicant","17 and under","Woman","Wales","10"
"2023","First time applicant","17 and under","Woman","Wales","10"
"2017","First time applicant","18","Woman","Wales","500"
"2018","First time applicant","18","Woman","Wales","530"
"2019","First time applicant","18","Woman","Wales","600"
"2020","First time applicant","18","Woman","Wales","650"
"2021","First time applicant","18","Woman","Wales","800"
"2022","First time applicant","18","Woman","Wales","870"
"2023","First time applicant","18","Woman","Wales","690"
"2024","First time applicant","18","Woman","Wales","700"
"2025","First time applicant","18","Woman","Wales","690"
